title,movieId,rating,class
Born Free (1966),6232,3.8333333333333335,средний рейтинг
Titus (1999),3181,3.8333333333333335,средний рейтинг
Drugstore Cowboy (1989),3019,3.8333333333333335,средний рейтинг
Nowhere (1997),1529,3.8333333333333335,средний рейтинг
Traitor (2008),61352,3.8333333333333335,средний рейтинг
Mephisto (1981),2075,3.8333333333333335,средний рейтинг
$9.99 (2008),74486,3.8333333333333335,средний рейтинг
Kiss Me Kate (1953),6358,3.8333333333333335,средний рейтинг
Boy A (2007),59995,3.8333333333333335,средний рейтинг
Akeelah and the Bee (2006),44709,3.8333333333333335,средний рейтинг
Mad Hot Ballroom (2005),33639,3.8333333333333335,средний рейтинг
Rope (1948),2176,3.8333333333333335,средний рейтинг
Gunga Din (1939),7840,3.8333333333333335,средний рейтинг
Standing in the Shadows of Motown (2002),5820,3.8333333333333335,средний рейтинг
Gardens of Stone (1987),4111,3.8333333333333335,средний рейтинг
Interstate 60 (2002),6902,3.8333333333333335,средний рейтинг
Hard Candy (2005),44974,3.8333333333333335,средний рейтинг
"Gate, The (1987)",2451,3.8333333333333335,средний рейтинг
Jeremiah Johnson (1972),3074,3.8333333333333335,средний рейтинг
"Guest, The (2014)",113862,3.8333333333333335,средний рейтинг
Eddie Murphy Raw (1987),4102,3.8333333333333335,средний рейтинг
Everest (1998),1797,3.8333333333333335,средний рейтинг
Phantasm (1979),2901,3.8333333333333335,средний рейтинг
The Artist (2011),89904,3.8333333333333335,средний рейтинг
"Bishop's Wife, The (1947)",4184,3.8333333333333335,средний рейтинг
Shadow of the Thin Man (1941),7833,3.8333333333333335,средний рейтинг
Before Night Falls (2000),4021,3.8333333333333335,средний рейтинг
Star Trek (2009),68358,3.8333333333333335,средний рейтинг
Kiki's Delivery Service (Majo no takkyûbin) (1989),26662,3.8333333333333335,средний рейтинг
Persona (1966),7327,3.8333333333333335,средний рейтинг
Hamlet (2000),3598,3.8333333333333335,средний рейтинг
"Man with the Movie Camera, The (Chelovek s kino-apparatom) (1929)",6433,3.8333333333333335,средний рейтинг
The Raid 2: Berandal (2014),110501,3.8333333333333335,средний рейтинг
Atonement (2007),55052,3.8333333333333335,средний рейтинг
Roman Polanski: Wanted and Desired (2008),60382,3.8333333333333335,средний рейтинг
"Hours, The (2002)",5992,3.8333333333333335,средний рейтинг
"Beyond, The (E tu vivrai nel terrore - L'aldilà) (1981)",3970,3.8333333333333335,средний рейтинг
"Atalante, L' (1934)",25805,3.8333333333333335,средний рейтинг
Burden of Dreams (1982),5932,3.8333333333333335,средний рейтинг
Futurama: Bender's Big Score (2007),56251,3.8333333333333335,средний рейтинг
8 ½ Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women) (1999),3626,3.8333333333333335,средний рейтинг
Performance (1970),26231,3.8333333333333335,средний рейтинг
"Sisterhood of the Traveling Pants 2, The (2008)",61071,3.8333333333333335,средний рейтинг
Hang 'Em High (1968),2922,3.8333333333333335,средний рейтинг
Man on Wire (2008),60766,3.8333333333333335,средний рейтинг
Before Midnight (2013),100714,3.8333333333333335,средний рейтинг
Dark Victory (1939),7061,3.8333333333333335,средний рейтинг
Forbidden Planet (1956),1301,3.8333333333333335,средний рейтинг
Waking the Dead (2000),3457,3.8333333333333335,средний рейтинг
Ruby Sparks (2012),95873,3.8333333333333335,средний рейтинг
"Short Film About Killing, A (Krótki film o zabijaniu) (1988)",8656,3.8333333333333335,средний рейтинг
"Spanish Apartment, The (L'auberge espagnole) (2002)",6370,3.8333333333333335,средний рейтинг
Pit and the Pendulum (1961),2782,3.8333333333333335,средний рейтинг
W. (2008),62437,3.8333333333333335,средний рейтинг
"Pink Panther, The (1963)",6662,3.8333333333333335,средний рейтинг
"Revolution Will Not Be Televised, The (a.k.a. Chavez: Inside the Coup) (2003)",6935,3.8333333333333335,средний рейтинг
Black Narcissus (1947),8338,3.8333333333333335,средний рейтинг
Spotlight (2015),142488,3.8333333333333335,средний рейтинг
"Magdalene Sisters, The (2002)",6591,3.8333333333333335,средний рейтинг
Owning Mahowny (2003),6337,3.8333333333333335,средний рейтинг
Laurel Canyon (2002),6215,3.8333333333333335,средний рейтинг
Shine a Light (2008),58879,3.8333333333333335,средний рейтинг
Wonderland (2003),6868,3.8333333333333335,средний рейтинг
Suburbia (1984),26494,3.8333333333333335,средний рейтинг
Intact (Intacto) (2001),5949,3.8333333333333335,средний рейтинг
Big (1988),2797,3.8317757009345796,средний рейтинг
Crimson Tide (1995),161,3.83125,средний рейтинг
Mad Max (1979),3702,3.8285714285714287,средний рейтинг
Big Fish (2003),7147,3.827272727272727,средний рейтинг
The Count of Monte Cristo (2002),5064,3.8260869565217392,средний рейтинг
Sixteen Candles (1984),2144,3.8260869565217392,средний рейтинг
8 1/2 (8½) (1963),1251,3.825,средний рейтинг
"Color of Money, The (1986)",2474,3.823529411764706,средний рейтинг
Flight of the Navigator (1986),2046,3.823529411764706,средний рейтинг
Howards End (1992),3260,3.823529411764706,средний рейтинг
Everyone Says I Love You (1996),1057,3.823529411764706,средний рейтинг
"Ice Storm, The (1997)",1635,3.823529411764706,средний рейтинг
"Room with a View, A (1986)",1296,3.8225806451612905,средний рейтинг
JFK (1991),3386,3.8214285714285716,средний рейтинг
"Magnificent Seven, The (1960)",4327,3.8214285714285716,средний рейтинг
Re-Animator (1985),3018,3.8214285714285716,средний рейтинг
Airplane! (1980),2791,3.8207547169811322,средний рейтинг
Seabiscuit (2003),6565,3.82,средний рейтинг
Kill Bill: Vol. 1 (2003),6874,3.81981981981982,средний рейтинг
Friday (1995),69,3.8181818181818183,средний рейтинг
Gigi (1958),938,3.8181818181818183,средний рейтинг
"Red Violin, The (Violon rouge, Le) (1998)",2686,3.8181818181818183,средний рейтинг
Lost in Translation (2003),6711,3.8176470588235296,средний рейтинг
Army of Darkness (1993),1215,3.8173076923076925,средний рейтинг
Emma (1996),838,3.817073170731707,средний рейтинг
Limitless (2011),84152,3.8157894736842106,средний рейтинг
Mary Poppins (1964),1028,3.8141025641025643,средний рейтинг
Better Off Dead... (1985),1257,3.8125,средний рейтинг
"Phantom of the Opera, The (2004)",30816,3.8125,средний рейтинг
"Apostle, The (1997)",1694,3.8125,средний рейтинг
Family Guy Presents Stewie Griffin: The Untold Story (2005),36708,3.8125,средний рейтинг
Pink Flamingos (1972),2361,3.8125,средний рейтинг
Beauty of the Day (Belle de jour) (1967),154,3.8125,средний рейтинг
Spellbound (1945),931,3.8125,средний рейтинг
Life as a House (2001),4880,3.8125,средний рейтинг
"Girl with the Dragon Tattoo, The (2011)",91658,3.8125,средний рейтинг
Excalibur (1981),2872,3.8125,средний рейтинг
In the Realm of the Senses (Ai no corrida) (1976),495,3.8125,средний рейтинг
Tootsie (1982),4361,3.810344827586207,средний рейтинг
"Odd Couple, The (1968)",3507,3.8095238095238093,средний рейтинг
"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",1348,3.8095238095238093,средний рейтинг
28 Days Later (2002),6502,3.8076923076923075,средний рейтинг
Fallen (1998),1754,3.8076923076923075,средний рейтинг
Bull Durham (1988),3361,3.8068181818181817,средний рейтинг
21 (2008),58803,3.8055555555555554,средний рейтинг
Animal House (1978),3421,3.805084745762712,средний рейтинг
Dancer in the Dark (2000),3910,3.8043478260869565,средний рейтинг
Finding Nemo (2003),6377,3.80327868852459,средний рейтинг
Heathers (1989),1285,3.80327868852459,средний рейтинг
Kung Fu Panda (2008),59784,3.803030303030303,средний рейтинг
"Apartment, The (1960)",909,3.803030303030303,средний рейтинг
"Return of the Living Dead, The (1985)",4533,3.8,средний рейтинг
Trust (1990),1236,3.8,средний рейтинг
Antonia's Line (Antonia) (1995),82,3.8,средний рейтинг
"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",1150,3.8,средний рейтинг
SLC Punk! (1998),2596,3.8,средний рейтинг
Three Days of the Condor (3 Days of the Condor) (1975),2819,3.8,средний рейтинг
"Three Faces of Eve, The (1957)",7493,3.8,средний рейтинг
King of New York (1990),1785,3.8,средний рейтинг
Tom and Huck (1995),8,3.8,средний рейтинг
Santa Sangre (1989),4658,3.8,средний рейтинг
Charlotte's Web (1973),2137,3.8,средний рейтинг
Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),2801,3.8,средний рейтинг
"Shot in the Dark, A (1964)",7073,3.8,средний рейтинг
Avalon (1990),4174,3.8,средний рейтинг
Birdman: Or (The Unexpected Virtue of Ignorance) (2014),112183,3.8,средний рейтинг
"Boys of St. Vincent, The (1992)",121,3.8,средний рейтинг
"Day the Earth Stood Still, The (1951)",1253,3.8,средний рейтинг
Out of Africa (1985),1959,3.8,средний рейтинг
"Day of the Doctor, The (2013)",106642,3.8,средний рейтинг
Funny Games (1997),6975,3.8,средний рейтинг
Brassed Off (1996),1542,3.8,средний рейтинг
Gypsy (1962),3604,3.8,средний рейтинг
Welcome to Sarajevo (1997),1670,3.8,средний рейтинг
Foreign Correspondent (1940),929,3.8,средний рейтинг
"Descendants, The (2011)",91077,3.8,средний рейтинг
Babette's Feast (Babettes gæstebud) (1987),6791,3.8,средний рейтинг
Peeping Tom (1960),2488,3.8,средний рейтинг
Silkwood (1983),4809,3.8,средний рейтинг
Lost in La Mancha (2002),6062,3.8,средний рейтинг
Love! Valour! Compassion! (1997),1535,3.8,средний рейтинг
Hannah and Her Sisters (1986),6993,3.8,средний рейтинг
Mighty Joe Young (1949),2430,3.8,средний рейтинг
"Man from Snowy River, The (1982)",4535,3.8,средний рейтинг
Love in the Afternoon (1957),937,3.8,средний рейтинг
Tsotsi (2005),44204,3.8,средний рейтинг
"Vanishing, The (Spoorloos) (1988)",4546,3.8,средний рейтинг
What's Eating Gilbert Grape (1993),337,3.7954545454545454,средний рейтинг
Stir of Echoes (1999),2841,3.7954545454545454,средний рейтинг
Shutter Island (2010),74458,3.7941176470588234,средний рейтинг
Ant-Man (2015),122900,3.7941176470588234,средний рейтинг
"Year of Living Dangerously, The (1982)",2919,3.7941176470588234,средний рейтинг
Cat on a Hot Tin Roof (1958),971,3.7941176470588234,средний рейтинг
"Road Warrior, The (Mad Max 2) (1981)",3703,3.793103448275862,средний рейтинг
Kiss Kiss Bang Bang (2005),38061,3.793103448275862,средний рейтинг
X-Men: Days of Future Past (2014),111362,3.7916666666666665,средний рейтинг
Coraline (2009),66097,3.7916666666666665,средний рейтинг
Rise of the Planet of the Apes (2011),88744,3.7916666666666665,средний рейтинг
"Pursuit of Happyness, The (2006)",47099,3.7916666666666665,средний рейтинг
"Bourne Supremacy, The (2004)",8665,3.7905405405405403,средний рейтинг
Mad Max: Fury Road (2015),122882,3.7903225806451615,средний рейтинг
Rocky (1976),1954,3.789855072463768,средний рейтинг
"Inconvenient Truth, An (2006)",45950,3.789473684210526,средний рейтинг
Evil Dead II (Dead by Dawn) (1987),1261,3.787878787878788,средний рейтинг
Serenity (2005),34405,3.7875,средний рейтинг
Clear and Present Danger (1994),349,3.7869565217391306,средний рейтинг
"Darjeeling Limited, The (2007)",55269,3.7857142857142856,средний рейтинг
Little Man Tate (1991),4787,3.7857142857142856,средний рейтинг
"Searchers, The (1956)",3365,3.7857142857142856,средний рейтинг
For a Few Dollars More (Per qualche dollaro in più) (1965),3681,3.7857142857142856,средний рейтинг
Step Brothers (2008),60756,3.7857142857142856,средний рейтинг
Videodrome (1983),6774,3.7857142857142856,средний рейтинг
Born into Brothels (2004),27878,3.7857142857142856,средний рейтинг
Picnic at Hanging Rock (1975),1913,3.7857142857142856,средний рейтинг
Gone Baby Gone (2007),55290,3.7857142857142856,средний рейтинг
"It's a Mad, Mad, Mad, Mad World (1963)",4799,3.7857142857142856,средний рейтинг
Julie & Julia (2009),70293,3.7857142857142856,средний рейтинг
Twelfth Night (1996),892,3.7857142857142856,средний рейтинг
Yellow Submarine (1968),2857,3.7857142857142856,средний рейтинг
Crazy Heart (2009),73023,3.7857142857142856,средний рейтинг
"Accused, The (1988)",4465,3.7857142857142856,средний рейтинг
Sweet Smell of Success (1957),4432,3.7857142857142856,средний рейтинг
Dead Poets Society (1989),1246,3.7842105263157895,средний рейтинг
Harold and Maude (1971),1235,3.784090909090909,средний рейтинг
Burn After Reading (2008),61323,3.783333333333333,средний рейтинг
Moneyball (2011),89492,3.78125,средний рейтинг
Battleship Potemkin (1925),3742,3.78125,средний рейтинг
Key Largo (1948),3334,3.78125,средний рейтинг
Black Swan (2010),81591,3.7794117647058822,средний рейтинг
Hairspray (2007),52975,3.7777777777777777,средний рейтинг
Living in Oblivion (1995),176,3.7777777777777777,средний рейтинг
"Big Chill, The (1983)",2352,3.7777777777777777,средний рейтинг
Living Out Loud (1998),2331,3.7777777777777777,средний рейтинг
Chocolat (2000),4014,3.7777777777777777,средний рейтинг
Mildred Pierce (1945),2612,3.7777777777777777,средний рейтинг
Let the Right One In (Låt den rätte komma in) (2008),61240,3.7777777777777777,средний рейтинг
"Trip to Bountiful, The (1985)",2069,3.7777777777777777,средний рейтинг
Jaws (1975),1387,3.7777777777777777,средний рейтинг
"Double Life of Veronique, The (Double Vie de Véronique, La) (1991)",1176,3.7777777777777777,средний рейтинг
"Lion King, The (1994)",364,3.7775,средний рейтинг
Star Trek Into Darkness (2013),102445,3.775,средний рейтинг
Adaptation (2002),5902,3.7738095238095237,средний рейтинг
"Iron Giant, The (1999)",2761,3.7738095238095237,средний рейтинг
"Full Monty, The (1997)",1641,3.7734375,средний рейтинг
Life of Pi (2012),97938,3.772727272727273,средний рейтинг
Cat Ballou (1965),3873,3.772727272727273,средний рейтинг
Mona Lisa (1986),2349,3.772727272727273,средний рейтинг
Enchanted April (1992),1177,3.769230769230769,средний рейтинг
Battle Royale (Batoru rowaiaru) (2000),7022,3.769230769230769,средний рейтинг
Sherlock Holmes: A Game of Shadows (2011),91542,3.769230769230769,средний рейтинг
E.T. the Extra-Terrestrial (1982),1097,3.76875,средний рейтинг
"Time to Kill, A (1996)",805,3.7653061224489797,средний рейтинг
Indiana Jones and the Temple of Doom (1984),2115,3.7653061224489797,средний рейтинг
"Town, The (2010)",80489,3.764705882352941,средний рейтинг
"Limey, The (1999)",2912,3.764705882352941,средний рейтинг
White Squall (1996),86,3.764705882352941,средний рейтинг
Best in Show (2000),3911,3.76271186440678,средний рейтинг
Hot Fuzz (2007),51255,3.761904761904762,средний рейтинг
Ghostbusters (a.k.a. Ghost Busters) (1984),2716,3.761904761904762,средний рейтинг
Harry Potter and the Prisoner of Azkaban (2004),8368,3.761904761904762,средний рейтинг
Slumdog Millionaire (2008),63082,3.7596153846153846,средний рейтинг
Hoosiers (a.k.a. Best Shot) (1986),3360,3.759259259259259,средний рейтинг
Red Dragon (2002),5630,3.759259259259259,средний рейтинг
Out of Sight (1998),1912,3.7586206896551726,средний рейтинг
Robin Hood (1973),3034,3.7586206896551726,средний рейтинг
"Simple Plan, A (1998)",2391,3.7580645161290325,средний рейтинг
Fantasia (1940),1282,3.7578125,средний рейтинг
(500) Days of Summer (2009),69757,3.7555555555555555,средний рейтинг
"Birds, The (1963)",1333,3.7549019607843137,средний рейтинг
"Royal Tenenbaums, The (2001)",4979,3.753623188405797,средний рейтинг
Willy Wonka & the Chocolate Factory (1971),1073,3.7533783783783785,средний рейтинг
Sergeant York (1941),31116,3.75,средний рейтинг
Broken Embraces (Los abrazos rotos) (2009),72386,3.75,средний рейтинг
You Kill Me (2007),54331,3.75,средний рейтинг
"Buddy Holly Story, The (1978)",2866,3.75,средний рейтинг
Wizards (1977),31150,3.75,средний рейтинг
My Name Is Joe (1998),2481,3.75,средний рейтинг
Fury (1936),25825,3.75,средний рейтинг
"Way, Way Back, The (2013)",102993,3.75,средний рейтинг
Penelope (2006),58347,3.75,средний рейтинг
My Little Chickadee (1940),8522,3.75,средний рейтинг
The Spectacular Now (2013),103539,3.75,средний рейтинг
Fury (2014),115210,3.75,средний рейтинг
Maniac (1980),4752,3.75,средний рейтинг
Audition (Ôdishon) (1999),27317,3.75,средний рейтинг
Jiro Dreams of Sushi (2011),93721,3.75,средний рейтинг
Stealing Beauty (1996),781,3.75,средний рейтинг
Woman in the Dunes (Suna no onna) (1964),3224,3.75,средний рейтинг
It's a Boy Girl Thing (2006),50954,3.75,средний рейтинг
My Name Is Nobody (Il Mio nome è Nessuno) (1973),26294,3.75,средний рейтинг
"Damned United, The (2009)",68194,3.75,средний рейтинг
Half Moon Street (1986),6473,3.75,средний рейтинг
Grace of My Heart (1996),988,3.75,средний рейтинг
My Best Fiend (Mein liebster Feind) (1999),3002,3.75,средний рейтинг
My Left Foot (1989),1185,3.75,средний рейтинг
Primer (2004),8914,3.75,средний рейтинг
Silk Stockings (1957),6390,3.75,средний рейтинг
"Music Man, The (1962)",26084,3.75,средний рейтинг
The Nice Guys (2016),158238,3.75,средний рейтинг
Invictus (2009),72733,3.75,средний рейтинг
Perfect Blue (1997),2810,3.75,средний рейтинг
"Raisin in the Sun, A (1961)",3350,3.75,средний рейтинг
State Fair (1945),8460,3.75,средний рейтинг
Body Double (1984),7616,3.75,средний рейтинг
We Were Soldiers (2002),5152,3.75,средний рейтинг
Play Time (a.k.a. Playtime) (1967),26171,3.75,средний рейтинг
Kiss of the Spider Woman (1985),6786,3.75,средний рейтинг
11:14 (2003),27674,3.75,средний рейтинг
"Last Waltz, The (1978)",5385,3.75,средний рейтинг
Camelot (1967),7714,3.75,средний рейтинг
Iron Monkey (Siu nin Wong Fei-hung ji: Tit Ma Lau) (1993),4846,3.75,средний рейтинг
"Three Burials of Melquiades Estrada, The (2006)",41863,3.75,средний рейтинг
California Split (1974),26313,3.75,средний рейтинг
"Grey Zone, The (2001)",5682,3.75,средний рейтинг
"Howling, The (1980)",1130,3.75,средний рейтинг
"Affair of Love, An (Liaison pornographique, Une) (1999)",3855,3.75,средний рейтинг
"Concert for George, The (2003)",6864,3.75,средний рейтинг
Grizzly Man (2005),34542,3.75,средний рейтинг
"Babadook, The (2014)",112515,3.75,средний рейтинг
Crows Zero (Kurôzu zero) (2007),63276,3.75,средний рейтинг
"Cage aux Folles, La (1978)",4705,3.75,средний рейтинг
"Trip to Italy, The (2014)",113064,3.75,средний рейтинг
Jackass 3D (2010),81156,3.75,средний рейтинг
"Adventures of Priscilla, Queen of the Desert, The (1994)",345,3.75,средний рейтинг
I Am a Fugitive from a Chain Gang (1932),8044,3.75,средний рейтинг
Song of the Thin Man (1947),7835,3.75,средний рейтинг
Africa: The Serengeti (1994),4458,3.75,средний рейтинг
"Savages, The (2007)",56333,3.75,средний рейтинг
Pontypool (2008),73211,3.75,средний рейтинг
Song of the Sea (2014),117444,3.75,средний рейтинг
"Girls, Les (1957)",6355,3.75,средний рейтинг
Whisper of the Heart (Mimi wo sumaseba) (1995),26903,3.75,средний рейтинг
"Dream Team, The (1989)",4585,3.75,средний рейтинг
Babylon 5: Thirdspace (1998),7812,3.75,средний рейтинг
Babylon 5: The River of Souls (1998),7811,3.75,средний рейтинг
Girl with a Pearl Earring (2003),7151,3.75,средний рейтинг
"Girl in the Café, The (2005)",34552,3.75,средний рейтинг
Running With Scissors (2006),48560,3.75,средний рейтинг
"Zed & Two Noughts, A (1985)",3223,3.75,средний рейтинг
Jane Eyre (2011),85438,3.75,средний рейтинг
Pickpocket (1959),26052,3.75,средний рейтинг
Beauty and the Beast (1991),595,3.75,средний рейтинг
"Piano, The (1993)",509,3.75,средний рейтинг
"Wings of the Dove, The (1997)",1683,3.75,средний рейтинг
Quiz Show (1994),300,3.75,средний рейтинг
Priest (1994),299,3.75,средний рейтинг
"Secret World of Arrietty, The (Kari-gurashi no Arietti) (2010)",83132,3.75,средний рейтинг
Ip Man 2 (2010),79553,3.75,средний рейтинг
Bad Company (2002),5414,3.75,средний рейтинг
Radio Days (1987),2750,3.75,средний рейтинг
Chaos (2005),47254,3.75,средний рейтинг
King Solomon's Mines (1937),4800,3.75,средний рейтинг
Something Wicked This Way Comes (1983),2097,3.75,средний рейтинг
Liberty Heights (1999),3078,3.75,средний рейтинг
"Sisterhood of the Traveling Pants, The (2005)",33669,3.75,средний рейтинг
Star Trek II: The Wrath of Khan (1982),1374,3.75,средний рейтинг
Raiders of the Lost Ark: The Adaptation (1989),69524,3.75,средний рейтинг
Elizabethtown (2005),39231,3.75,средний рейтинг
Weekend (2011),91199,3.75,средний рейтинг
King of Hearts (1966),7122,3.75,средний рейтинг
Lady Snowblood (Shurayukihime) (1973),27109,3.75,средний рейтинг
St. Vincent (2014),115231,3.75,средний рейтинг
Slap Shot (1977),5292,3.75,средний рейтинг
Matchstick Men (2003),6708,3.75,средний рейтинг
Center Stage (2000),3594,3.75,средний рейтинг
Mr. Blandings Builds His Dream House (1948),8711,3.75,средний рейтинг
Leave Her to Heaven (1945),8584,3.75,средний рейтинг
Geronimo: An American Legend (1993),458,3.75,средний рейтинг
Awake (2007),56169,3.75,средний рейтинг
Searching for Sugar Man (2012),96488,3.75,средний рейтинг
Peyton Place (1957),7357,3.75,средний рейтинг
District 13 (Banlieue 13) (2004),42718,3.75,средний рейтинг
"Leopard, The (Gattopardo, Il) (1963)",8724,3.75,средний рейтинг
Cabaret (1972),3545,3.75,средний рейтинг
"Spy Who Came in from the Cold, The (1965)",8772,3.75,средний рейтинг
"Spy Who Loved Me, The (1977)",3635,3.75,средний рейтинг
"Winslow Boy, The (1999)",2611,3.75,средний рейтинг
Eden Lake (2008),66090,3.75,средний рейтинг
Cocaine Cowboys (2006),50851,3.75,средний рейтинг
Art School Confidential (2006),45440,3.75,средний рейтинг
"New World, The (2005)",42418,3.75,средний рейтинг
Walk Hard: The Dewey Cox Story (2007),56805,3.75,средний рейтинг
Flipped (2010),80586,3.75,средний рейтинг
Farinelli: il castrato (1994),242,3.75,средний рейтинг
Blue Jasmine (2013),103980,3.75,средний рейтинг
That's The Way I Like It (a.k.a. Forever Fever) (1998),7738,3.75,средний рейтинг
Submarine (2010),87234,3.75,средний рейтинг
"Eyes of Tammy Faye, The (2000)",3859,3.75,средний рейтинг
Harry Potter and the Order of the Phoenix (2007),54001,3.75,средний рейтинг
Cleaner (2007),57401,3.75,средний рейтинг
Choke (2008),65126,3.75,средний рейтинг
"Other Boleyn Girl, The (2008)",58154,3.75,средний рейтинг
And the Band Played On (1993),2071,3.75,средний рейтинг
Blue Ruin (2013),111384,3.75,средний рейтинг
Desert Bloom (1986),2345,3.75,средний рейтинг
Never Back Down (2008),58627,3.75,средний рейтинг
Red River (1948),7070,3.75,средний рейтинг
Desert Hearts (1985),7615,3.75,средний рейтинг
Once Upon a Time in China II (Wong Fei-hung Ji Yi: Naam yi dong ji keung) (1992),6722,3.75,средний рейтинг
Wallace & Gromit in The Curse of the Were-Rabbit (2005),38038,3.75,средний рейтинг
Once Upon a Time in China (Wong Fei Hung) (1991),6721,3.75,средний рейтинг
Neighbors 2: Sorority Rising (2016),156609,3.75,средний рейтинг
"Eye, The (Gin gwai) (Jian gui) (2002)",6909,3.75,средний рейтинг
"Harvey Girls, The (1946)",5375,3.75,средний рейтинг
Day & Night (2010),83803,3.75,средний рейтинг
"Long Walk Home, The (1990)",3713,3.75,средний рейтинг
Anchors Aweigh (1945),3599,3.75,средний рейтинг
Inside Llewyn Davis (2013),106766,3.75,средний рейтинг
Adam's Rib (1949),7121,3.75,средний рейтинг
Superstar: The Karen Carpenter Story (1988),67957,3.75,средний рейтинг
Shower (Xizao) (1999),3787,3.75,средний рейтинг
Unleashed (Danny the Dog) (2005),33437,3.75,средний рейтинг
Luther (2003),6768,3.75,средний рейтинг
"Sure Thing, The (1985)",6636,3.75,средний рейтинг
Dead Ringers (1988),2551,3.75,средний рейтинг
Night on Earth (1991),1279,3.75,средний рейтинг
"World According to Garp, The (1982)",4280,3.75,средний рейтинг
"Same Time, Next Year (1978)",6779,3.75,средний рейтинг
One Crazy Summer (1986),2261,3.75,средний рейтинг
Redline (2009),98607,3.75,средний рейтинг
Deep Red (Profondo rosso) (1975),7115,3.75,средний рейтинг
"Exterminating Angel, The (Ángel exterminador, El) (1962)",8620,3.75,средний рейтинг
Clash of the Titans (1981),5540,3.75,средний рейтинг
Born Yesterday (1950),3341,3.75,средний рейтинг
Bound for Glory (1976),3371,3.75,средний рейтинг
"Lover, The (Amant, L') (1992)",7010,3.75,средний рейтинг
Madame Butterfly (1995),1087,3.75,средний рейтинг
Blackadder Back & Forth (1999),65133,3.75,средний рейтинг
Return to Snowy River (a.k.a. The Man From Snowy River II) (1988),4534,3.75,средний рейтинг
Don't Look Now (1973),5105,3.75,средний рейтинг
"Innocents, The (1961)",1076,3.75,средний рейтинг
"Bride of Frankenstein, The (Bride of Frankenstein) (1935)",1340,3.75,средний рейтинг
Blue Valentine (2010),78039,3.75,средний рейтинг
City of Ember (2008),62376,3.75,средний рейтинг
United 93 (2006),45210,3.75,средний рейтинг
Straight Talk (1992),6423,3.75,средний рейтинг
Nanny McPhee (2005),43560,3.75,средний рейтинг
"American Crime, An (2007)",59418,3.75,средний рейтинг
Naked Lunch (1991),7123,3.75,средний рейтинг
Hans Christian Andersen (1952),4188,3.75,средний рейтинг
Defending Your Life (1991),3358,3.75,средний рейтинг
Independence Day: Resurgence (2016),135567,3.75,средний рейтинг
Tortilla Soup (2001),4743,3.75,средний рейтинг
"Bridge, The (2006)",48262,3.75,средний рейтинг
Destry Rides Again (1939),6412,3.75,средний рейтинг
Kaboom (2010),81083,3.75,средний рейтинг
Herbie Goes to Monte Carlo (1977),2051,3.75,средний рейтинг
"Protector, The (a.k.a. Warrior King) (Tom yum goong) (2005)",45183,3.75,средний рейтинг
Escaflowne: The Movie (Escaflowne) (2000),5069,3.75,средний рейтинг
Bright Eyes (1934),5097,3.75,средний рейтинг
5 Centimeters per Second (Byôsoku 5 senchimêtoru) (2007),64993,3.75,средний рейтинг
Brighton Beach Memoirs (1986),2736,3.75,средний рейтинг
Why We Fight (2005),37240,3.75,средний рейтинг
Stonehearst Asylum (2014),116397,3.75,средний рейтинг
Frequently Asked Questions About Time Travel (2009),71106,3.75,средний рейтинг
Valentine's Day (2010),74450,3.75,средний рейтинг
"Oh, God! (1977)",5214,3.75,средний рейтинг
Shattered Glass (2003),6932,3.75,средний рейтинг
"Incredible Journey, The (1963)",2057,3.75,средний рейтинг
"Shop on Main Street, The (Obchod na korze) (1965)",4806,3.75,средний рейтинг
Dark Passage (1947),7217,3.75,средний рейтинг
December Boys (2007),55110,3.75,средний рейтинг
Helvetica (2007),56563,3.75,средний рейтинг
Ever After: A Cinderella Story (1998),2125,3.75,средний рейтинг
Desperate Measures (1998),1598,3.75,средний рейтинг
Love and Death on Long Island (1997),1794,3.75,средний рейтинг
The Conjuring 2 (2016),159858,3.75,средний рейтинг
Down in the Delta (1998),2434,3.75,средний рейтинг
Aqua Teen Hunger Force Colon Movie Film for Theaters (2007),52462,3.75,средний рейтинг
Wallace and Gromit in 'A Matter of Loaf and Death' (2008),64285,3.75,средний рейтинг
Head Over Heels (2001),4141,3.75,средний рейтинг
Rififi (Du rififi chez les hommes) (1955),4298,3.75,средний рейтинг
Carrie (1952),25971,3.75,средний рейтинг
High Anxiety (1977),26386,3.75,средний рейтинг
Prince of Darkness (1987),26603,3.75,средний рейтинг
Evelyn (2002),5947,3.75,средний рейтинг
Evangelion: 2.0 You Can (Not) Advance (Evangerion shin gekijôban: Ha) (2009),84187,3.75,средний рейтинг
M*A*S*H (a.k.a. MASH) (1970),5060,3.7457627118644066,средний рейтинг
Cape Fear (1991),1343,3.7435897435897436,средний рейтинг
Leaving Las Vegas (1995),25,3.742574257425743,средний рейтинг
Gravity (2013),104841,3.7413793103448274,средний рейтинг
Christmas Vacation (National Lampoon's Christmas Vacation) (1989),2423,3.74,средний рейтинг
"Jungle Book, The (1967)",2078,3.739130434782609,средний рейтинг
Three Kings (1999),2890,3.739130434782609,средний рейтинг
